princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Northwestern Oklahoma State University,Alva,OK,0,0,http://www.nwosu.edu,3.19,1106,25
Northwestern Polytechnic University,Fremont,CA,0,0,http://www.npu.edu,3.52,1335,30
Northwestern State University of Louisiana,Natchitoches,LA,0,0,http://www.nsula.edu/,3.36,1375,31
Northwestern Technical College,Rock Spring,GA,0,0,http://www.northwesterntech.edu,3.7,1261,28
Northwestern University,Evanston,IL,0,0,http://www.northwestern.edu,3.32,1475,33
Northwood University,Cedar Hill,TX,0,0,http://www.northwood.edu,3.3,1182,26
Northwood University,Midland,MI,0,0,http://www.northwood.edu,3.53,1340,30
Northwood University-Florida Education Center,West Palm Beach,FL,0,0,http://www.northwood.edu,3.37,1363,30
Norwalk Community College,Norwalk,CT,0,0,http://www.ncc.commnet.edu,3.3,1221,27
Norwich University,Northfield,VT,0,0,http://www.norwich.edu,3.65,1249,28
Nossi College of Art,Goodlettsville,TN,0,0,http://www.nossi.com,3.02,1327,30
Notre Dame College,Cleveland,OH,1,19822,http://www.notredamecollege.edu,3.64,1235,28
Notre Dame de Namur University,Belmont,CA,0,27304,http://www.ndnu.edu,3.65,1333,30
Notre Dame of Maryland University,Baltimore,MD,1,19371,http://www.ndm.edu,3.55,1439,32
Notre Dame Seminary Graduate School of Theology,New Orleans,LA,0,0,http://www.nds.edu,3.46,1417,32
Nova Southeastern University,Fort Lauderdale,FL,0,0,http://www.nova.edu,3.26,1131,25
Nunez Community College,Chalmette,LA,0,0,http://www.nunez.edu,3.22,1347,30
Nyack College,Nyack,NY,1,17688,http://www.nyack.edu/fcs,3.06,1321,30
O'More College of Design,Franklin,TN,0,0,http://www.omorecollege.edu,3.08,1275,28
Oak Hills Christian College,Bemidji,MN,0,16473,http://www.oakhills.edu,3.47,1175,26
Oakbridge Academy of Arts,Lower Burrell,PA,0,0,http://oaa.edu,3.58,1206,27
Oakland City University,Oakland City,IN,1,15865,http://www.oak.edu,3.61,1274,28
Oakland Community College,Bloomfield Hills,MI,0,0,http://www.oaklandcc.edu,3.46,1348,30
Oakland University,Rochester Hills,MI,0,0,http://www.oakland.edu,3.44,1214,27
Oakton Community College,Des Plaines,IL,0,0,http://www.oakton.edu,3.06,1238,28
Oakwood University,Huntsville,AL,0,25389,http://www.oakwood.edu,3.13,1124,25
Oberlin College,Oberlin,OH,0,0,http://www.oberlin.edu,3.27,1180,26
Oblate School of Theology,San Antonio,TX,1,0,http://www.ost.edu,3.54,1271,28
Occidental College,Los Angeles,CA,0,0,http://www.oxy.edu,3.6,1408,32
Odessa College,Odessa,TX,0,0,http://www.odessa.edu,3.61,1202,27
Ogden-Weber Applied Technology College,Ogden,UT,0,0,http://www.owatc.edu,3.47,1289,29
Ogeechee Technical College,Statesboro,GA,0,0,http://www.ogeecheetech.edu,3.15,1153,26
Oglala Lakota College,Kyle,SD,0,0,http://www.olc.edu,3.39,1409,32
Oglethorpe University,Atlanta,GA,0,0,http://www.oglethorpe.edu,3.12,1383,31
Ohio Business College,Sandusky,OH,0,0,http://www.ohiobusinesscollege.edu,3.69,1386,31
Ohio Business College-Lorain,Lorain,OH,0,0,http://ohiobusinesscollege.edu,3.06,1287,29
Ohio Christian University,Circleville,OH,1,23413,http://www.ohiochristian.edu,3.38,1262,28
Ohio College of Massotherapy Inc,Akron,OH,0,0,http://www.ocm.edu,3.37,1347,30
Ohio College of Podiatric Medicine,Independence,OH,0,0,http://www.ocpm.edu,3.31,1275,28
Ohio Dominican University,Columbus,OH,1,17513,http://www.ohiodominican.edu,3.57,1164,26
Ohio Institute of Health Careers,Columbus,OH,0,0,http://ohioinstituteofhealthcareers.com,3.31,1279,29
Ohio Institute of Health Careers-Sheffield Village,Sheffield Village,OH,0,0,http://ohioinstituteofhealthcareers.com,3.32,1237,28
Ohio Institute of Photography and Technology,Dayton,OH,0,0,http://www.oipt.com,3.05,1162,26
Ohio Mid-Western College,Cincinnati,OH,0,11535,http://omw.edu,3.27,1394,31
Ohio Northern University,Ada,OH,1,24671,http://www.onu.edu/,3.26,1429,32
Ohio State University Agricultural Technical Institute,Wooster,OH,0,0,http://www.ati.osu.edu/,3.68,1399,31
Ohio State University-Lima Campus,Lima,OH,0,0,http://www.lima.ohio-state.edu,3.44,1196,27
Ohio State University-Main Campus,Columbus,OH,0,0,http://www.osu.edu,3.15,1276,29
Ohio State University-Mansfield Campus,Mansfield,OH,0,0,http://www.mansfield.ohio-state.edu,3.6,1109,25
Ohio State University-Marion Campus,Marion,OH,0,0,http://www.marion.ohio-state.edu,3.43,1428,32
Ohio State University-Newark Campus,Newark,OH,0,0,http://www.newark.osu.edu,3.47,1232,28
Ohio Technical College,Cleveland,OH,0,0,http://ohiotechnicalcollege.com,3.29,1139,25
Ohio University-Chillicothe Campus,Chillicothe,OH,0,0,http://www.chillicothe.ohiou.edu,3.43,1437,32
Ohio University-Eastern Campus,Saint Clairsville,OH,0,0,http://www.eastern.ohiou.edu,3.41,1163,26
Ohio University-Lancaster Campus,Lancaster,OH,0,0,http://www.lancaster.ohiou.edu,3.03,1164,26
Ohio University-Main Campus,Athens,OH,0,0,http://www.ohio.edu,3.61,1369,31
Ohio University-Southern Campus,Ironton,OH,0,0,http://www.southern.ohiou.edu/,3.53,1336,30
Ohio University-Zanesville Campus,Zanesville,OH,0,0,http://www.zanesville.ohiou.edu/,3.15,1103,25
Ohio Valley College of Technology,East Liverpool,OH,0,0,,3.02,1207,27
Ohio Valley University,Vienna,WV,1,15059,http://www.ovu.edu,3.45,1258,28
Ohio Wesleyan University,Delaware,OH,0,25917,http://www.owu.edu/,3.46,1329,30
Ohlone College,Fremont,CA,0,0,http://www.ohlone.edu,3.56,1404,31
Ohr Hameir Theological Seminary,Peekskill,NY,0,0,,3.06,1105,25
Okefenokee Technical College,Waycross,GA,0,0,http://www.okefenokeetech.edu,3.51,1175,26
Oklahoma Baptist University,Shawnee,OK,1,12843,http://www.okbu.edu,3.69,1349,30
Oklahoma Christian University,Edmond,OK,1,17483,http://www.oc.edu,3.04,1131,25
Oklahoma City Community College,Oklahoma City,OK,0,0,http://www.occc.edu,3.09,1335,30
Oklahoma City University,Oklahoma City,OK,0,24233,http://www.okcu.edu,3.69,1160,26
Oklahoma Panhandle State University,Goodwell,OK,0,0,http://www.opsu.edu,3.63,1318,29
Oklahoma State University Center for Health Sciences,Tulsa,OK,0,0,http://www.healthsciences.okstate.edu,3.07,1433,32
Oklahoma State University Institute of Technology-Okmulgee,Okmulgee,OK,0,0,http://www.osu-okmulgee.edu/,3.65,1227,27
Oklahoma State University-Main Campus,Stillwater,OK,0,0,http://pio.okstate.edu,3.48,1161,26
Oklahoma State University-Oklahoma City,Oklahoma City,OK,0,0,http://www.osuokc.edu,3.02,1430,32
Oklahoma Wesleyan University,Bartlesville,OK,1,17520,http://www.okwu.edu,3.02,1249,28
Old Dominion University,Norfolk,VA,0,0,http://www.odu.edu,3.48,1303,29
Olean Business Institute,Olean,NY,0,0,http://www.obi.edu,3.7,1118,25
Olivet College,Olivet,MI,1,17183,http://www.olivetcollege.edu,3.69,1247,28
Olivet Nazarene University,Bourbonnais,IL,1,18243,http://www.olivet.edu,3.05,1412,32
Olympic College,Bremerton,WA,0,0,http://www.olympic.edu,3.06,1441,32
Onondaga Community College,Syracuse,NY,0,0,http://www.sunyocc.edu,3.33,1199,27
Oral Roberts University,Tulsa,OK,1,20839,http://oru.edu,3.66,1330,30
Orange Coast College,Costa Mesa,CA,0,0,http://www.orangecoastcollege.edu/,3.58,1184,26
Orange County Community College,Middletown,NY,0,0,http://www.orange.cc.ny.us/,3.42,1359,30
Orangeburg Calhoun Technical College,Orangeburg,SC,0,0,http://www.octech.edu,3.24,1207,27
Oregon Coast Community College,Newport,OR,0,0,http://www.occc.cc.or.us,3.24,1225,27
Oregon College of Art and Craft,Portland,OR,0,0,http://www.ocac.edu,3.07,1335,30
Oregon College of Oriental Medicine,Portland,OR,0,0,http://www.ocom.edu,3.66,1271,28
Oregon Health & Science University,Portland,OR,0,0,http://www.ohsu.edu,3.48,1117,25
Oregon Institute of Technology,Klamath Falls,OR,0,0,http://www.oit.edu,3.46,1420,32
Oregon State University,Corvallis,OR,0,0,http://oregonstate.edu,3.56,1412,32
Oregon State University-Cascades Campus,Bend,OR,0,0,http://www.osucascades.edu,3.11,1179,26
Oregon University System,Eugene,OR,0,0,http://www.ous.edu,3.36,1346,30
Orlando Culinary Academy,Orlando,FL,0,0,http://www.orlandoculinary.com,3.27,1166,26
Orleans Technical Institute,Philadelphia,PA,0,0,http://www.orleanstech.edu,3.64,1150,26
Orleans Technical Institute-Court Reporting Program,Philadelphia,PA,0,0,http://www.orleanstech.edu,3.25,1397,31
Otero Junior College,La Junta,CO,0,0,http://www.ojc.edu,3.21,1127,25
Otis College of Art and Design,Los Angeles,CA,0,0,http://www.otis.edu,3.03,1273,28
Ottawa University-Jeffersonville,Jeffersonville,IN,1,0,http://www.ottawa.edu,3.7,1323,30
Ottawa University-Kansas City,Overland Park,KS,1,0,http://www.ottawa.edu,3.04,1293,29
Ottawa University-Milwaukee,Brookfield,WI,1,0,http://www.ottawa.edu,3.16,1316,29
Ottawa University-Online,Ottawa,KS,1,0,http://www.ottawa.edu,3.21,1375,31
Ottawa University-Ottawa,Ottawa,KS,1,15756,http://www.ottawa.edu,3.28,1265,28
Ottawa University-Phoenix,Phoenix,AZ,1,0,http://www.ottawa.edu,3.16,1109,25
Otterbein University,Westerville,OH,1,22624,http://www.otterbein.edu,3.03,1153,26
Ouachita Baptist University,Arkadelphia,AR,1,14713,http://www.obu.edu,3.15,1146,26
Ouachita Technical College,Malvern,AR,0,0,http://www.otcweb.edu,3.69,1212,27
Our Lady of Holy Cross College,New Orleans,LA,1,17284,http://www.olhcc.edu,3.16,1293,29
Our Lady of the Lake College,Baton Rouge,LA,1,10066,http://www.ololcollege.edu,3.56,1181,26
Our Lady of the Lake University-San Antonio,San Antonio,TX,1,10565,http://www.ollusa.edu,3.58,1345,30
Owens Community College,Perrysburg,OH,0,0,http://www.owens.edu,3.11,1265,28
Owensboro Community and Technical College,Owensboro,KY,0,0,http://www.octc.kctcs.edu,3.42,1251,28
Oxnard College,Oxnard,CA,0,0,http://www.oxnardcollege.edu,3.08,1356,30
Ozark Christian College,Joplin,MO,1,12347,http://www.occ.edu,3.52,1395,31
Ozarka College,Melbourne,AR,0,0,http://www.ozarka.edu,3.65,1135,25
Ozarks Technical Community College,Springfield,MO,0,0,http://www.otc.edu,3.63,1433,32
Pace Institute,Reading,PA,0,0,http://www.paceinstitute.com,3.43,1333,30
Pace University-New York,New York,NY,0,0,http://www.pace.edu,3.25,1432,32
Pacific College of Oriental Medicine,San Diego,CA,0,0,http://www.pacificcollege.edu,3.54,1143,25
Pacific College of Oriental Medicine,Chicago,IL,0,0,http://www.pacificcollege.edu,3.03,1332,30
Pacific College of Oriental Medicine-New York,New York,NY,0,0,http://www.pacificcollege.edu,3.29,1373,31
Pacific Graduate School of Psychology,Palo Alto,CA,0,0,http://www.pgsp.edu,3.2,1279,29
Pacific Islands University,Mangilao,GU,0,8291,http://www.piu.edu,3.25,1440,32
Pacific Lutheran Theological Seminary,Berkeley,CA,0,0,http://www.plts.edu,3.43,1205,27
Pacific Lutheran University,Tacoma,WA,0,22249,http://www.plu.edu,3.25,1336,30
Pacific Northwest College of Art,Portland,OR,0,0,http://www.pnca.edu,3,1269,28
Pacific Oaks College,Pasadena,CA,0,0,http://www.pacificoaks.edu,3.39,1203,27
Pacific School of Religion,Berkeley,CA,0,0,http://www.psr.edu,3.18,1240,28
Pacific States University,Los Angeles,CA,0,0,http://www.psuca.edu,3.22,1148,26
Pacific Union College,Angwin,CA,0,23792,http://www.puc.edu,3.26,1179,26
Pacific University,Forest Grove,OR,0,0,http://www.pacificu.edu,3.19,1315,29
Pacifica Graduate Institute,Carpinteria,CA,0,0,http://www.pacifica.edu,3.69,1294,29
Paier College of Art Inc,Hamden,CT,0,0,http://www.paiercollegeofart.edu,3.42,1199,27
Paine College,Augusta,GA,1,14394,http://www.paine.edu,3.41,1399,31
Palau Community College,Koror,PW,0,0,http://www.palau.edu,3.62,1255,28
Palm Beach Atlantic University,West Palm Beach,FL,0,20856,http://www.pba.edu,3.32,1166,26
Palm Beach Community College,Lake Worth,FL,0,0,http://www.pbcc.edu/,3.24,1426,32
Palmer College of Chiropractic,Davenport,IA,0,0,http://www.palmer.edu,3.29,1360,30
Palmer College of Chiropractic-West Campus,San Jose,CA,0,0,http://www.palmer.edu,3.44,1321,30
Palo Alto College,San Antonio,TX,0,0,http://www.accd.edu/pac/pacmain/pachp.htm,3.14,1372,31
Palo Verde College,Blythe,CA,0,0,http://www.paloverde.edu,3.06,1245,28
Palomar College,San Marcos,CA,0,0,http://www.palomar.edu,3.59,1310,29
Pamlico Community College,Grantsboro,NC,0,0,http://www.pamlicocc.edu,3.45,1397,31
Panola College,Carthage,TX,0,0,http://www.panola.edu,3.17,1198,27
Paradise Valley Community College,Phoenix,AZ,0,0,http://www.pvc.maricopa.edu,3.36,1162,26
Pardee Rand Graduate School of Policy Studies,Santa Monica,CA,0,0,http://www.prgs.edu,3.31,1343,30
Paris Junior College,Paris,TX,0,0,http://parisjc.edu,3.24,1129,25
Park University,Parkville,MO,0,0,http://www.park.edu,3.04,1415,32
Parker College of Chiropractic,Dallas,TX,0,0,http://www.parkercc.edu,3.4,1202,27
Parkland College,Champaign,IL,0,0,http://www.parkland.edu,3.13,1367,31
Pasadena City College,Pasadena,CA,0,0,http://www.pasadena.edu,3.47,1139,25
Pasco-Hernando Community College,New Port Richey,FL,0,0,http://www.phcc.edu,3.15,1312,29
Passaic County Community College,Paterson,NJ,0,0,http://www.pccc.edu,3.15,1394,31
Patricia Stevens College,Saint Louis,MO,0,0,http://www.patriciastevenscollege.edu,3.57,1274,28
Patrick Henry Community College,Martinsville,VA,0,0,http://www.ph.vccs.edu,3.33,1440,32
Patten University,Oakland,CA,1,21131,http://www.patten.edu,3.41,1260,28
Paul D Camp Community College,Franklin,VA,0,0,http://www.pc.vccs.edu,3.17,1188,27
Paul Quinn College,Dallas,TX,1,12839,http://www.pqc.edu,3.53,1397,31
Paul Smiths College of Arts and Science,Paul Smiths,NY,0,0,http://www.paulsmiths.edu,3.35,1213,27
Payne Theological Seminary,Wilberforce,OH,1,0,http://www.payne.edu,3.06,1212,27
Pearl River Community College,Poplarville,MS,0,0,http://www.prcc.edu,3.53,1276,29
Peirce College,Philadelphia,PA,0,0,http://www.peirce.edu,3,1445,32
Pellissippi State Technical Community College,Knoxville,TN,0,0,http://www.pstcc.edu/,3,1341,30
Peninsula College,Port Angeles,WA,0,0,http://www.pc.ctc.edu,3.45,1292,29
Penn Commercial Inc,Washington,PA,0,0,http://www.penncommercial.edu,3.04,1293,29
Pennco Tech,Bristol,PA,0,0,,3.4,1387,31
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,0,0,http://www.pafa.org,3.25,1268,28
Pennsylvania College of Art and Design,Lancaster,PA,0,0,http://www.pcad.edu,3.31,1348,30
Pennsylvania College of Health Sciences,Lancaster,PA,0,0,http://pacollege.edu/,3.01,1280,29
Pennsylvania College of Technology,Williamsport,PA,0,0,http://www.pct.edu,3.32,1245,28
Pennsylvania Culinary Institute,Pittsburgh,PA,0,0,http://www.paculinary.com,3.4,1329,30
Pennsylvania Highlands Community College,Johnstown,PA,0,0,http://www.pennhighlands.edu,3.26,1430,32
Pennsylvania Institute of Technology,Media,PA,0,0,http://www.pit.edu,3.26,1393,31
Pennsylvania School of Business,Allentown,PA,0,0,http://www.psb.edu,3.23,1308,29
Pennsylvania State System of Higher Education-Central Office,Harrisburg,PA,0,0,http://www.passhe.edu,3.31,1223,27
Pennsylvania State University-Brandywine,Media,PA,0,0,http://www.de.psu.edu/,3.12,1375,31
Pennsylvania State University-College of Medicine,Hershey,PA,0,0,http://www.hmc.psu.edu/college/,3.67,1149,26
Pennsylvania State University-Main Campus,University Park,PA,0,0,http://www.psu.edu/,3.41,1190,27
Pennsylvania State University-Penn State Abington,Abington,PA,0,0,http://www.abington.psu.edu,3.67,1375,31
Pennsylvania State University-Penn State Altoona,Altoona,PA,0,0,http://www.aa.psu.edu/,3.63,1190,27
Pennsylvania State University-Penn State Beaver,Monaca,PA,0,0,http://www.br.psu.edu/,3.62,1213,27
Pennsylvania State University-Penn State Berks,Reading,PA,0,0,http://www.bk.psu.edu/,3.57,1403,31
Pennsylvania State University-Penn State Dubois,Dubois,PA,0,0,http://www.ds.psu.edu/,3.67,1254,28
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,0,0,http://www.pserie.psu.edu/,3.26,1122,25
Pennsylvania State University-Penn State Fayette- Eberly Campus,Uniontown,PA,0,0,http://www.fe.psu.edu/,3.4,1338,30
Pennsylvania State University-Penn State Great Valley,Malvern,PA,0,0,http://www.gv.psu.edu,3.66,1358,30
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,0,0,http://www.ga.psu.edu/,3.08,1323,30
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,0,0,http://www.hbg.psu.edu,3.67,1323,30
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,0,0,http://www.hn.psu.edu/,3.5,1443,32
Pennsylvania State University-Penn State Lehigh Valley,Fogelsville,PA,0,0,http://www.an.psu.edu/,3.68,1278,29
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,0,0,http://www.ma.psu.edu/,3.2,1144,26
Pennsylvania State University-Penn State New Kensington,Upper Burrell,PA,0,0,http://www.nk.psu.edu/,3.17,1282,29
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,0,0,http://www.sl.psu.edu,3.66,1362,30
Pennsylvania State University-Penn State Shenango,Sharon,PA,0,0,http://www.shenango.psu.edu,3.68,1121,25
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,0,0,http://www.wb.psu.edu/,3.33,1108,25
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,0,0,http://www.sn.psu.edu/,3.21,1426,32
Pennsylvania State University-Penn State York,York,PA,0,0,http://www.yk.psu.edu/,3.03,1137,25
Pensacola Junior College,Pensacola,FL,0,0,http://pjc.edu,3.33,1379,31
Pentecostal Theological Seminary,Cleveland,TN,1,0,http://www.ptseminary.edu/,3.31,1143,25
Pepperdine University,Malibu,CA,1,22432,http://www.pepperdine.edu/,3.69,1225,27
Peralta Community College System Office,Oakland,CA,0,0,http://www.peralta.cc.ca.us,3.28,1175,26
Peru State College,Peru,NE,0,0,http://www.peru.edu,3.39,1323,30
Pfeiffer University,Misenheimer,NC,1,17536,http://www.pfeiffer.edu,3.08,1241,28
Philadelphia Biblical University-Langhorne,Langhorne,PA,0,0,http://www.pbu.edu,3.04,1215,27
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,0,0,http://www.pcom.edu,3.53,1332,30
Philadelphia University,Philadelphia,PA,0,0,http://www.philau.edu,3.63,1357,30
Philander Smith College,Little Rock,AR,0,12527,http://www.philander.edu,3.44,1199,27
Phillips Beth Israel School of Nursing,New York,NY,0,0,http://www.futurenursebi.org,3.1,1112,25
